airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,No Info,13941
Goair,2019-04-09,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No Info,4632
Spicejet,2019-03-21,Kolkata,Banglore,06:55:00,09:35:00,160,0.0,No check-in baggage included,3815
Indigo,2019-05-18,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,4332
Multiple Carriers,2019-05-09,Delhi,Cochin,13:15:00,22:30:00,555,1.0,No Info,8888
Jet Airways,2019-05-21,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,16079
Vistara,2019-04-24,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No Info,6216
Goair,2019-06-24,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No Info,3876
Multiple Carriers,2019-06-15,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No Info,10877
Jet Airways,2019-06-01,Delhi,Cochin,15:00:00,04:25:00,805,1.0,In-flight meal not included,10262
Jet Airways,2019-04-03,Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,4886
Jet Airways,2019-03-09,Delhi,Cochin,06:50:00,19:45:00,775,1.0,No Info,16289
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,23:35:00,1585,1.0,In-flight meal not included,10844
Vistara,2019-06-06,Banglore,Delhi,19:30:00,22:15:00,165,0.0,No Info,5088
Indigo,2019-04-24,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,4804
Jet Airways,2019-06-24,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,8016
Indigo,2019-04-09,Banglore,Delhi,05:30:00,08:20:00,170,0.0,No Info,3943
Spicejet,2019-06-09,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Vistara,2019-06-18,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,4878
Air India,2019-03-15,Banglore,New Delhi,10:30:00,11:20:00,1490,1.0,No Info,7013
Air India,2019-05-15,Kolkata,Banglore,09:25:00,18:30:00,545,1.0,No Info,8891
Jet Airways,2019-06-12,Delhi,Cochin,08:10:00,04:25:00,1215,2.0,No Info,14300
Spicejet,2019-06-06,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,3573
Jet Airways,2019-05-21,Delhi,Cochin,19:45:00,04:25:00,520,1.0,No Info,16079
Jet Airways,2019-06-09,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,7229
Jet Airways,2019-05-18,Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202
Air India,2019-05-01,Kolkata,Banglore,09:25:00,18:20:00,535,2.0,No Info,8366
Jet Airways,2019-05-06,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,2228
Air India,2019-03-01,Banglore,New Delhi,00:30:00,20:30:00,1200,1.0,1 Long layover,14752
Indigo,2019-03-21,Delhi,Cochin,07:35:00,12:00:00,265,1.0,No Info,5073
Indigo,2019-05-09,Mumbai,Hyderabad,20:05:00,21:40:00,95,0.0,No Info,2437
Goair,2019-03-06,Delhi,Cochin,10:25:00,19:20:00,535,1.0,No Info,8213
Air India,2019-06-12,Delhi,Cochin,17:40:00,08:15:00,875,1.0,No Info,8991
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,No Info,12692
Jet Airways,2019-04-18,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No Info,7229
Multiple Carriers,2019-06-12,Delhi,Cochin,09:45:00,22:30:00,765,1.0,No Info,9646
Air India,2019-06-12,Kolkata,Banglore,16:45:00,12:30:00,1185,2.0,No Info,14960
Indigo,2019-03-15,Banglore,New Delhi,05:25:00,10:10:00,285,1.0,No Info,8021
Jet Airways,2019-05-21,Delhi,Cochin,09:35:00,12:35:00,1620,2.0,In-flight meal not included,12719
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,22:05:00,750,1.0,In-flight meal not included,10703
Air India,2019-06-01,Delhi,Cochin,17:40:00,23:00:00,320,1.0,No Info,7384
Indigo,2019-05-21,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No Info,4823
Air India,2019-05-15,Kolkata,Banglore,07:00:00,05:25:00,1345,2.0,No Info,14424
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,07:25:00,1495,2.0,In-flight meal not included,10118
Indigo,2019-03-09,Delhi,Cochin,11:55:00,21:20:00,565,2.0,No Info,8378
Indigo,2019-03-15,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4148
Indigo,2019-05-06,Delhi,Cochin,10:35:00,01:30:00,895,1.0,No Info,6979
Indigo,2019-05-03,Banglore,Delhi,00:30:00,03:25:00,175,0.0,No Info,3943
Spicejet,2019-03-21,Delhi,Cochin,06:10:00,11:20:00,310,1.0,No Info,6065
Multiple Carriers,2019-06-01,Delhi,Cochin,04:55:00,19:00:00,845,1.0,No Info,11098
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,In-flight meal not included,9663
Jet Airways,2019-04-06,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,5177
Multiple Carriers,2019-05-09,Delhi,Cochin,17:00:00,01:30:00,510,1.0,No Info,9424
Air India,2019-05-18,Delhi,Cochin,08:00:00,19:15:00,675,1.0,No Info,8879
Air India,2019-06-06,Delhi,Cochin,09:45:00,09:25:00,1420,1.0,No Info,7952
Jet Airways,2019-06-24,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,In-flight meal not included,4050
Multiple Carriers,2019-06-01,Delhi,Cochin,07:05:00,19:15:00,730,1.0,In-flight meal not included,12927
Air India,2019-06-09,Kolkata,Banglore,09:50:00,21:05:00,675,1.0,No Info,7662
Jet Airways,2019-06-24,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,In-flight meal not included,10262
Spicejet,2019-04-09,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,4423
Jet Airways,2019-06-06,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No Info,5678
Spicejet,2019-05-18,Delhi,Cochin,15:45:00,22:05:00,380,1.0,No Info,7317
Multiple Carriers,2019-06-06,Delhi,Cochin,08:00:00,21:00:00,780,1.0,No Info,13587
Jet Airways,2019-03-01,Banglore,New Delhi,16:55:00,09:00:00,965,1.0,1 Long layover,25735
Multiple Carriers,2019-06-09,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,7530
Multiple Carriers,2019-06-15,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No Info,8510
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,In-flight meal not included,13994
Multiple Carriers,2019-06-27,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No Info,13377
Air India,2019-05-09,Kolkata,Banglore,16:45:00,21:05:00,1700,1.0,No Info,7662
Jet Airways,2019-05-01,Kolkata,Banglore,18:55:00,04:40:00,585,1.0,In-flight meal not included,8586
Spicejet,2019-05-01,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No check-in baggage included,3841
Jet Airways,2019-04-12,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,7229
Air India,2019-06-18,Delhi,Cochin,14:05:00,17:55:00,230,0.0,No Info,5201
Jet Airways,2019-03-27,Delhi,Cochin,16:00:00,04:25:00,745,1.0,In-flight meal not included,6540
Air India,2019-04-09,Delhi,Cochin,12:55:00,19:15:00,1820,2.0,No Info,9968
Vistara,2019-06-06,Kolkata,Banglore,20:20:00,18:50:00,1350,1.0,No Info,8820
Multiple Carriers,2019-06-06,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No Info,13377
Jet Airways,2019-05-27,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,No Info,15129
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,18:25:00,685,1.0,No Info,26890
Jet Airways,2019-06-03,Delhi,Cochin,16:00:00,12:35:00,1235,1.0,No Info,14714
Indigo,2019-05-12,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Spicejet,2019-04-01,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,3873
Multiple Carriers,2019-03-06,Delhi,Cochin,09:45:00,22:20:00,755,1.0,No Info,10276
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,19:50:00,845,1.0,No Info,14781
Spicejet,2019-06-03,Delhi,Cochin,06:05:00,11:20:00,315,1.0,No Info,5583
Jet Airways,2019-06-27,Delhi,Cochin,08:10:00,12:35:00,1705,2.0,No Info,14300
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,04:25:00,555,2.0,No Info,10976
Jet Airways,2019-06-03,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,No Info,14714
Jet Airways,2019-05-27,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,In-flight meal not included,4050
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,10:25:00,1050,1.0,No Info,13817
Jet Airways,2019-06-27,Delhi,Cochin,11:30:00,19:00:00,450,1.0,No Info,14714
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,04:40:00,875,1.0,In-flight meal not included,8586
Air India,2019-06-03,Banglore,Delhi,17:00:00,19:45:00,165,0.0,No Info,6961
Jet Airways,2019-06-15,Delhi,Cochin,02:15:00,12:35:00,620,1.0,No Info,18371
Air India,2019-05-12,Kolkata,Banglore,16:45:00,21:05:00,1700,1.0,No Info,7662
Goair,2019-05-21,Delhi,Cochin,07:25:00,13:20:00,355,1.0,No Info,5842
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,12:00:00,1325,1.0,No Info,14231
Air India,2019-06-24,Delhi,Cochin,12:00:00,19:15:00,435,2.0,No Info,9548
Indigo,2019-03-03,Banglore,New Delhi,01:30:00,04:15:00,165,0.0,No Info,6144
Multiple Carriers,2019-03-03,Delhi,Cochin,07:05:00,15:30:00,505,1.0,No Info,17057
Jet Airways,2019-06-03,Delhi,Cochin,21:25:00,19:00:00,1295,2.0,No Info,13292
Air India,2019-03-09,Banglore,New Delhi,22:00:00,11:05:00,785,1.0,No Info,8425
Indigo,2019-03-01,Mumbai,Hyderabad,02:30:00,04:00:00,90,0.0,No Info,16000
Air India,2019-04-01,Kolkata,Banglore,12:00:00,11:10:00,1390,2.0,No Info,9258
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,In-flight meal not included,9663
Indigo,2019-06-12,Delhi,Cochin,07:35:00,22:30:00,895,1.0,No Info,6442
Jet Airways,2019-06-09,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No Info,5678
Jet Airways,2019-06-15,Delhi,Cochin,11:45:00,04:25:00,1000,2.0,No Info,13882
Air India,2019-06-06,Kolkata,Banglore,07:00:00,20:25:00,805,1.0,No Info,10203
Jet Airways,2019-03-09,Delhi,Cochin,00:20:00,04:25:00,1685,1.0,No Info,15029
Jet Airways,2019-03-06,Delhi,Cochin,09:55:00,04:25:00,1110,1.0,No Info,15764
Vistara,2019-03-24,Kolkata,Banglore,17:00:00,18:45:00,1545,1.0,No Info,13100
Air India,2019-05-15,Kolkata,Banglore,17:30:00,20:25:00,1615,1.0,No Info,10203
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,04:40:00,875,1.0,No Info,13941
Jet Airways,2019-05-27,Delhi,Cochin,13:00:00,19:00:00,360,1.0,In-flight meal not included,12898
Multiple Carriers,2019-06-06,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No Info,10877
Multiple Carriers,2019-05-15,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,10197
Vistara,2019-05-27,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No Info,6216
Jet Airways,2019-05-21,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,In-flight meal not included,12384
Spicejet,2019-05-15,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Air India,2019-03-01,Banglore,New Delhi,13:20:00,16:10:00,170,0.0,No Info,12526
Air India,2019-05-24,Kolkata,Banglore,07:00:00,20:25:00,805,1.0,No Info,10413
Jet Airways,2019-06-12,Delhi,Cochin,11:00:00,14:15:00,195,0.0,No Info,9564
Air India,2019-03-15,Banglore,New Delhi,06:45:00,12:15:00,330,1.0,No Info,8714
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,10:45:00,950,1.0,No Info,13817
Vistara,2019-05-18,Kolkata,Banglore,07:10:00,20:20:00,790,1.0,No Info,9345
Multiple Carriers,2019-05-15,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No Info,13727
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No Info,13626
Indigo,2019-03-03,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,7295
Jet Airways,2019-05-21,Delhi,Cochin,19:45:00,19:00:00,1395,1.0,No Info,16079
Air India,2019-05-01,Kolkata,Banglore,12:00:00,07:55:00,1195,2.0,No Info,10151
Multiple Carriers,2019-06-24,Delhi,Cochin,15:15:00,01:30:00,615,1.0,In-flight meal not included,5797
Air Asia,2019-06-06,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No Info,4508
Indigo,2019-05-21,Delhi,Cochin,07:35:00,12:10:00,275,1.0,No Info,5054
Spicejet,2019-04-15,Kolkata,Banglore,15:05:00,20:20:00,315,1.0,No Info,4649
Multiple Carriers,2019-03-21,Delhi,Cochin,09:00:00,15:30:00,390,1.0,No Info,8307
Multiple Carriers,2019-03-09,Delhi,Cochin,15:05:00,01:35:00,630,1.0,In-flight meal not included,14086
Indigo,2019-05-01,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Indigo,2019-04-24,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,5636
Jet Airways,2019-03-06,Delhi,Cochin,13:55:00,04:25:00,870,1.0,In-flight meal not included,13843
Indigo,2019-04-09,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No Info,4488
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,19:40:00,345,1.0,No Info,14231
Indigo,2019-04-24,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,4804
Goair,2019-05-06,Kolkata,Banglore,16:40:00,00:15:00,455,1.0,No Info,7102
Spicejet,2019-04-27,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,4319
Jet Airways,2019-05-27,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,In-flight meal not included,12898
Spicejet,2019-04-27,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Indigo,2019-04-09,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Multiple Carriers,2019-05-09,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,10197
Jet Airways,2019-04-03,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No Info,7229
Multiple Carriers,2019-05-18,Delhi,Cochin,08:30:00,19:00:00,630,1.0,No Info,9205
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,In-flight meal not included,10844
Air India,2019-05-15,Kolkata,Banglore,16:45:00,21:05:00,1700,1.0,No Info,7452
Indigo,2019-05-15,Kolkata,Banglore,07:10:00,12:40:00,330,1.0,No Info,4864
Spicejet,2019-06-27,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,3625
Spicejet,2019-05-18,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Indigo,2019-05-01,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,2754
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,19:10:00,575,1.0,No Info,11467
Air India,2019-03-06,Mumbai,Hyderabad,12:45:00,19:25:00,1840,2.0,No Info,13253
Jet Airways,2019-06-27,Delhi,Cochin,11:45:00,04:25:00,1000,2.0,No Info,13882
Indigo,2019-05-06,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3419
Air India,2019-06-21,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,5201
Spicejet,2019-03-15,Kolkata,Banglore,06:55:00,09:35:00,160,0.0,No check-in baggage included,3815
Air India,2019-05-15,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,8425
Goair,2019-05-18,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No Info,4239
Vistara,2019-04-27,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No Info,5613
Spicejet,2019-04-03,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,3971
Air India,2019-03-24,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No Info,2050
Jet Airways,2019-05-27,Delhi,Cochin,15:00:00,19:00:00,1680,1.0,In-flight meal not included,12898
Jet Airways,2019-04-09,Delhi,Cochin,22:50:00,04:25:00,335,1.0,No Info,12242
Indigo,2019-03-03,Delhi,Cochin,10:45:00,15:30:00,285,1.0,No Info,7725
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,14:25:00,1080,1.0,In-flight meal not included,10539
Air Asia,2019-05-09,Banglore,Delhi,04:55:00,07:45:00,170,0.0,No Info,4282
Jet Airways,2019-06-15,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,14714
Indigo,2019-03-09,Kolkata,Banglore,22:10:00,00:55:00,165,0.0,No Info,4148
Spicejet,2019-06-06,Kolkata,Banglore,15:05:00,20:20:00,315,1.0,No Info,4649
Vistara,2019-04-03,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,5403
Multiple Carriers,2019-05-21,Delhi,Cochin,14:00:00,21:00:00,420,1.0,No Info,14067
Air Asia,2019-04-24,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No Info,4409
Air India,2019-05-18,Kolkata,Banglore,05:50:00,12:30:00,1840,2.0,No Info,12723
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,No Info,15129
Multiple Carriers,2019-05-15,Delhi,Cochin,04:55:00,12:35:00,460,1.0,No Info,9103
Jet Airways,2019-05-09,Delhi,Cochin,02:15:00,04:25:00,1570,1.0,In-flight meal not included,12373
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,No Info,14714
Spicejet,2019-03-03,Banglore,New Delhi,15:35:00,23:40:00,485,1.0,No Info,6315
Multiple Carriers,2019-05-09,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No Info,7670
Indigo,2019-06-27,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No Info,6093
Air India,2019-06-27,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No Info,8372
Jet Airways,2019-03-21,Delhi,Cochin,16:00:00,18:50:00,1610,1.0,In-flight meal not included,5963
Jet Airways,2019-06-27,Delhi,Cochin,10:00:00,12:35:00,1595,1.0,In-flight meal not included,10262
Air India,2019-05-24,Kolkata,Banglore,09:50:00,12:30:00,1600,2.0,No Info,15170
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,In-flight meal not included,12384
Vistara,2019-05-24,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,3687
Air India,2019-04-01,Kolkata,Banglore,19:00:00,09:50:00,890,1.0,No Info,4227
Air India,2019-05-01,Kolkata,Banglore,09:50:00,08:55:00,1385,2.0,No Info,13227
Spicejet,2019-04-12,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,3873
Air India,2019-06-12,Kolkata,Banglore,17:30:00,13:45:00,1215,2.0,No Info,12224
Multiple Carriers,2019-06-06,Delhi,Cochin,12:50:00,19:15:00,385,1.0,No Info,8266
Jet Airways,2019-05-09,Delhi,Cochin,18:15:00,12:35:00,1100,1.0,In-flight meal not included,12373
Indigo,2019-05-15,Delhi,Cochin,05:10:00,10:05:00,295,1.0,No Info,6496
Indigo,2019-06-06,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No Info,6818
Multiple Carriers,2019-06-24,Delhi,Cochin,06:40:00,19:00:00,740,1.0,No Info,10877
Indigo,2019-05-03,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4804
Vistara,2019-06-18,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No Info,4668
Air India,2019-05-24,Kolkata,Banglore,16:50:00,07:55:00,905,1.0,No Info,8576
Spicejet,2019-05-15,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,3625
Jet Airways,2019-03-06,Banglore,New Delhi,22:50:00,23:00:00,1450,1.0,No Info,17471
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,09:20:00,865,1.0,In-flight meal not included,9663
Jet Airways,2019-04-01,Delhi,Cochin,17:30:00,12:35:00,1145,1.0,In-flight meal not included,5406
Multiple Carriers,2019-06-01,Delhi,Cochin,07:10:00,22:30:00,920,1.0,No Info,7038
Goair,2019-05-01,Kolkata,Banglore,23:30:00,07:45:00,495,1.0,No Info,6686
Jet Airways,2019-06-12,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,5769
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,07:40:00,885,1.0,No Info,13817
Multiple Carriers,2019-05-21,Delhi,Cochin,07:05:00,18:10:00,665,1.0,No Info,9646
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,In-flight meal not included,10844
Indigo,2019-05-15,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Goair,2019-04-24,Delhi,Cochin,07:25:00,13:35:00,370,1.0,No Info,4692
Jet Airways,2019-04-09,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,4544
Multiple Carriers,2019-06-03,Delhi,Cochin,03:50:00,19:00:00,910,1.0,No Info,12192
Multiple Carriers,2019-06-12,Delhi,Cochin,12:50:00,21:00:00,490,1.0,No Info,7005
Air India,2019-06-15,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,6961
Indigo,2019-06-27,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No Info,4804
Jet Airways,2019-05-18,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No Info,16704
Multiple Carriers,2019-06-01,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No Info,7198
Air Asia,2019-04-21,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No Info,4409
Indigo,2019-06-06,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No Info,5277
Spicejet,2019-05-21,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Jet Airways,2019-06-12,Delhi,Cochin,11:30:00,04:25:00,1015,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-15,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,10877
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,23:35:00,395,1.0,No Info,14151
Air India,2019-03-27,Delhi,Cochin,20:40:00,09:25:00,765,1.0,No Info,5117
Jet Airways,2019-06-06,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,8016
Air India,2019-06-24,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,13381
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,20:20:00,790,1.0,No Info,8610
Air India,2019-03-15,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,5170
Multiple Carriers,2019-06-12,Delhi,Cochin,11:40:00,19:00:00,440,1.0,No Info,11789
Air India,2019-06-12,Kolkata,Banglore,14:35:00,14:35:00,1440,1.0,No Info,6528
Air India,2019-06-24,Delhi,Cochin,10:55:00,19:15:00,500,2.0,No Info,11753
Air India,2019-05-15,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No Info,11543
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,23:25:00,570,1.0,No Info,14231
Indigo,2019-05-27,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No Info,3943
Multiple Carriers,2019-03-06,Delhi,Cochin,07:10:00,16:10:00,540,1.0,In-flight meal not included,7563
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,19:10:00,1455,1.0,In-flight meal not included,11087
Jet Airways,2019-03-09,Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202
Air India,2019-06-24,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,9194
Vistara,2019-05-03,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No Info,4668
Indigo,2019-06-06,Delhi,Cochin,08:35:00,22:30:00,835,1.0,No Info,6442
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,18:00:00,1500,1.0,No Info,12692
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,No Info,14781
Indigo,2019-05-18,Delhi,Cochin,04:55:00,21:00:00,965,1.0,No Info,6758
Vistara,2019-06-21,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No Info,5613
Jet Airways,2019-03-06,Banglore,New Delhi,11:40:00,08:15:00,1235,1.0,No Info,16736
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,09:20:00,1610,1.0,In-flight meal not included,9663
Indigo,2019-04-27,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,4423
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,In-flight meal not included,8529
Air India,2019-03-12,Banglore,New Delhi,17:25:00,16:20:00,1375,2.0,No Info,12778
Jet Airways,2019-06-09,Delhi,Cochin,19:45:00,19:00:00,1395,1.0,No Info,14924
Indigo,2019-06-03,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,5644
Multiple Carriers,2019-03-06,Delhi,Cochin,13:00:00,01:35:00,755,1.0,No Info,15603
Jet Airways,2019-03-27,Delhi,Cochin,20:50:00,04:25:00,455,1.0,No Info,12242
Air India,2019-05-18,Delhi,Cochin,05:15:00,19:15:00,2280,3.0,No Info,10703
Air Asia,2019-03-24,Kolkata,Banglore,19:35:00,22:05:00,150,0.0,No Info,5964
Indigo,2019-04-03,Delhi,Cochin,14:20:00,17:35:00,195,0.0,No Info,4729
Indigo,2019-03-15,Banglore,New Delhi,08:30:00,11:30:00,180,0.0,No Info,6860
Indigo,2019-04-24,Kolkata,Banglore,11:30:00,14:05:00,155,0.0,No Info,4804
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,11:25:00,750,1.0,No Info,13817
Indigo,2019-04-15,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No Info,6287
Air India,2019-03-03,Delhi,Cochin,07:05:00,19:15:00,2170,2.0,No Info,11762
Air India,2019-03-24,Banglore,New Delhi,10:00:00,12:45:00,165,0.0,No Info,7276
Indigo,2019-06-12,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Air India,2019-05-09,Kolkata,Banglore,20:30:00,08:55:00,745,1.0,No Info,10203
Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,In-flight meal not included,8586
Air Asia,2019-06-06,Delhi,Cochin,16:45:00,22:25:00,340,1.0,No Info,11410
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,No Info,14571
Spicejet,2019-03-09,Banglore,New Delhi,20:30:00,23:20:00,170,0.0,No Info,5126
Air India,2019-06-09,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No Info,8456
Multiple Carriers,2019-05-27,Delhi,Cochin,10:35:00,19:15:00,520,1.0,No Info,8625
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,In-flight meal not included,8586
Jet Airways,2019-04-06,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,4544
